ID	project	sample	group	experiment	run	ftp_path	forward	forward_md5	reverse	reverse_md5
200107_SEQ095_DP800007339TR_L01_SP1912230368	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453593	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453593/	200107_SEQ095_DP800007339TR_L01_SP1912230368_R1.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230368_R1.fq.gz.md5	200107_SEQ095_DP800007339TR_L01_SP1912230368_R2.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230368_R2.fq.gz.md5
200115_SEQ032_FP100000702BR_L01_SP1912230494	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453594	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453594/	200115_SEQ032_FP100000702BR_L01_SP1912230494_R1.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230494_R1.fq.gz.md5	200115_SEQ032_FP100000702BR_L01_SP1912230494_R2.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230494_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230494	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453595	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453595/	200115_SEQ032_FP100000738TR_L01_SP1912230494_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230494_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230494_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230494_R2.fq.gz.md5
200115_SEQ034_FP100000735TR_L01_SP1912230431	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453596	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453596/	200115_SEQ034_FP100000735TR_L01_SP1912230431_R1.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230431_R1.fq.gz.md5	200115_SEQ034_FP100000735TR_L01_SP1912230431_R2.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230431_R2.fq.gz.md5
200119_SEQ011_FP100000737TR_L01_SP1912230431	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453597	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453597/	200119_SEQ011_FP100000737TR_L01_SP1912230431_R1.fq.gz	200119_SEQ011_FP100000737TR_L01_SP1912230431_R1.fq.gz.md5	200119_SEQ011_FP100000737TR_L01_SP1912230431_R2.fq.gz	200119_SEQ011_FP100000737TR_L01_SP1912230431_R2.fq.gz.md5
200121_SEQ102_DP8400008408TR_L01_SP1912230368	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453598	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453598/	200121_SEQ102_DP8400008408TR_L01_SP1912230368_R1.fq.gz	200121_SEQ102_DP8400008408TR_L01_SP1912230368_R1.fq.gz.md5	200121_SEQ102_DP8400008408TR_L01_SP1912230368_R2.fq.gz	200121_SEQ102_DP8400008408TR_L01_SP1912230368_R2.fq.gz.md5
200210_SEQ084_DP8400008436BR_L01_SP1912230431	CNP0001930	SG10	South_Georgia	CNX0373430	CNR0453599	/pub/CNSA/data5/CNP0001930/CNS0410499/CNX0373430/CNR0453599/	200210_SEQ084_DP8400008436BR_L01_SP1912230431_R1.fq.gz	200210_SEQ084_DP8400008436BR_L01_SP1912230431_R1.fq.gz.md5	200210_SEQ084_DP8400008436BR_L01_SP1912230431_R2.fq.gz	200210_SEQ084_DP8400008436BR_L01_SP1912230431_R2.fq.gz.md5
200107_SEQ095_DP800007338TR_L01_SP1912230369	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453600	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453600/	200107_SEQ095_DP800007338TR_L01_SP1912230369_R1.fq.gz	200107_SEQ095_DP800007338TR_L01_SP1912230369_R1.fq.gz.md5	200107_SEQ095_DP800007338TR_L01_SP1912230369_R2.fq.gz	200107_SEQ095_DP800007338TR_L01_SP1912230369_R2.fq.gz.md5
200107_SEQ095_DP800007339TR_L01_SP1912230369	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453601	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453601/	200107_SEQ095_DP800007339TR_L01_SP1912230369_R1.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230369_R1.fq.gz.md5	200107_SEQ095_DP800007339TR_L01_SP1912230369_R2.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230369_R2.fq.gz.md5
200118_SEQ011_FP100000736TR_L01_SP1912230432	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453602	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453602/	200118_SEQ011_FP100000736TR_L01_SP1912230432_R1.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230432_R1.fq.gz.md5	200118_SEQ011_FP100000736TR_L01_SP1912230432_R2.fq.gz	200118_SEQ011_FP100000736TR_L01_SP1912230432_R2.fq.gz.md5
200118_SEQ013_FP100000697BL_L01_SP1912230432	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453603	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453603/	200118_SEQ013_FP100000697BL_L01_SP1912230432_R1.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230432_R1.fq.gz.md5	200118_SEQ013_FP100000697BL_L01_SP1912230432_R2.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230432_R2.fq.gz.md5
200122_SEQ024_FP100000757TR_L01_SP1912230495	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453604	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453604/	200122_SEQ024_FP100000757TR_L01_SP1912230495_R1.fq.gz	200122_SEQ024_FP100000757TR_L01_SP1912230495_R1.fq.gz.md5	200122_SEQ024_FP100000757TR_L01_SP1912230495_R2.fq.gz	200122_SEQ024_FP100000757TR_L01_SP1912230495_R2.fq.gz.md5
200211_SEQ115_DP8400008438BR_L01_SP1912230495	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453605	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453605/	200211_SEQ115_DP8400008438BR_L01_SP1912230495_R1.fq.gz	200211_SEQ115_DP8400008438BR_L01_SP1912230495_R1.fq.gz.md5	200211_SEQ115_DP8400008438BR_L01_SP1912230495_R2.fq.gz	200211_SEQ115_DP8400008438BR_L01_SP1912230495_R2.fq.gz.md5
200407_SEQ052_DP8400009518BL_L01_SP1912230495	CNP0001930	SG11	South_Georgia	CNX0373431	CNR0453606	/pub/CNSA/data5/CNP0001930/CNS0410500/CNX0373431/CNR0453606/	200407_SEQ052_DP8400009518BL_L01_SP1912230495_R1.fq.gz	200407_SEQ052_DP8400009518BL_L01_SP1912230495_R1.fq.gz.md5	200407_SEQ052_DP8400009518BL_L01_SP1912230495_R2.fq.gz	200407_SEQ052_DP8400009518BL_L01_SP1912230495_R2.fq.gz.md5
200107_SEQ095_DP800007338TR_L01_SP1912230370	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453607	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453607/	200107_SEQ095_DP800007338TR_L01_SP1912230370_R1.fq.gz	200107_SEQ095_DP800007338TR_L01_SP1912230370_R1.fq.gz.md5	200107_SEQ095_DP800007338TR_L01_SP1912230370_R2.fq.gz	200107_SEQ095_DP800007338TR_L01_SP1912230370_R2.fq.gz.md5
200107_SEQ095_DP800007339TR_L01_SP1912230370	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453608	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453608/	200107_SEQ095_DP800007339TR_L01_SP1912230370_R1.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230370_R1.fq.gz.md5	200107_SEQ095_DP800007339TR_L01_SP1912230370_R2.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230370_R2.fq.gz.md5
200114_SEQ063_DP800007482TR_L01_SP1912230370	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453609	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453609/	200114_SEQ063_DP800007482TR_L01_SP1912230370_R1.fq.gz	200114_SEQ063_DP800007482TR_L01_SP1912230370_R1.fq.gz.md5	200114_SEQ063_DP800007482TR_L01_SP1912230370_R2.fq.gz	200114_SEQ063_DP800007482TR_L01_SP1912230370_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230496	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453610	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453610/	200115_SEQ032_FP100000738TR_L01_SP1912230496_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230496_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230496_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230496_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230433	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453611	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453611/	200115_SEQ034_FP100000734TR_L01_SP1912230433_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230433_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230433_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230433_R2.fq.gz.md5
200115_SEQ034_FP100000735TR_L01_SP1912230433	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453612	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453612/	200115_SEQ034_FP100000735TR_L01_SP1912230433_R1.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230433_R1.fq.gz.md5	200115_SEQ034_FP100000735TR_L01_SP1912230433_R2.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230433_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230496	CNP0001930	SG12	South_Georgia	CNX0373432	CNR0453613	/pub/CNSA/data5/CNP0001930/CNS0410501/CNX0373432/CNR0453613/	200116_SEQ031_FP100000705BR_L01_SP1912230496_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230496_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230496_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230496_R2.fq.gz.md5
200107_SEQ095_DP800007339TR_L01_SP1912230371	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453614	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453614/	200107_SEQ095_DP800007339TR_L01_SP1912230371_R1.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230371_R1.fq.gz.md5	200107_SEQ095_DP800007339TR_L01_SP1912230371_R2.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230371_R2.fq.gz.md5
200107_SEQ101_DP800007340TR_L01_SP1912230371	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453615	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453615/	200107_SEQ101_DP800007340TR_L01_SP1912230371_R1.fq.gz	200107_SEQ101_DP800007340TR_L01_SP1912230371_R1.fq.gz.md5	200107_SEQ101_DP800007340TR_L01_SP1912230371_R2.fq.gz	200107_SEQ101_DP800007340TR_L01_SP1912230371_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230497	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453616	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453616/	200115_SEQ031_FP100000704BR_L01_SP1912230497_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230497_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230497_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230497_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230497	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453617	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453617/	200115_SEQ032_FP100000738TR_L01_SP1912230497_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230497_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230497_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230497_R2.fq.gz.md5
200118_SEQ013_FP100000697BL_L01_SP1912230434	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453618	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453618/	200118_SEQ013_FP100000697BL_L01_SP1912230434_R1.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230434_R1.fq.gz.md5	200118_SEQ013_FP100000697BL_L01_SP1912230434_R2.fq.gz	200118_SEQ013_FP100000697BL_L01_SP1912230434_R2.fq.gz.md5
200120_SEQ012_FP100000779BL_L01_SP1912230434	CNP0001930	SG13	South_Georgia	CNX0373433	CNR0453619	/pub/CNSA/data5/CNP0001930/CNS0410502/CNX0373433/CNR0453619/	200120_SEQ012_FP100000779BL_L01_SP1912230434_R1.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230434_R1.fq.gz.md5	200120_SEQ012_FP100000779BL_L01_SP1912230434_R2.fq.gz	200120_SEQ012_FP100000779BL_L01_SP1912230434_R2.fq.gz.md5
200115_SEQ032_FP100000702BR_L01_SP1912230498	CNP0001930	SG14	South_Georgia	CNX0373434	CNR0453620	/pub/CNSA/data5/CNP0001930/CNS0410503/CNX0373434/CNR0453620/	200115_SEQ032_FP100000702BR_L01_SP1912230498_R1.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230498_R1.fq.gz.md5	200115_SEQ032_FP100000702BR_L01_SP1912230498_R2.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230498_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230435	CNP0001930	SG14	South_Georgia	CNX0373434	CNR0453621	/pub/CNSA/data5/CNP0001930/CNS0410503/CNX0373434/CNR0453621/	200115_SEQ034_FP100000734TR_L01_SP1912230435_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230435_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230435_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230435_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230498	CNP0001930	SG14	South_Georgia	CNX0373434	CNR0453622	/pub/CNSA/data5/CNP0001930/CNS0410503/CNX0373434/CNR0453622/	200116_SEQ031_FP100000705BR_L01_SP1912230498_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230498_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230498_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230498_R2.fq.gz.md5
200120_SEQ031_FP100000722TL_L01_SP1912230435	CNP0001930	SG14	South_Georgia	CNX0373434	CNR0453623	/pub/CNSA/data5/CNP0001930/CNS0410503/CNX0373434/CNR0453623/	200120_SEQ031_FP100000722TL_L01_SP1912230435_R1.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230435_R1.fq.gz.md5	200120_SEQ031_FP100000722TL_L01_SP1912230435_R2.fq.gz	200120_SEQ031_FP100000722TL_L01_SP1912230435_R2.fq.gz.md5
200107_SEQ095_DP800007339TR_L01_SP1912230373	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453624	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453624/	200107_SEQ095_DP800007339TR_L01_SP1912230373_R1.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230373_R1.fq.gz.md5	200107_SEQ095_DP800007339TR_L01_SP1912230373_R2.fq.gz	200107_SEQ095_DP800007339TR_L01_SP1912230373_R2.fq.gz.md5
200107_SEQ101_DP800007340TR_L01_SP1912230373	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453625	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453625/	200107_SEQ101_DP800007340TR_L01_SP1912230373_R1.fq.gz	200107_SEQ101_DP800007340TR_L01_SP1912230373_R1.fq.gz.md5	200107_SEQ101_DP800007340TR_L01_SP1912230373_R2.fq.gz	200107_SEQ101_DP800007340TR_L01_SP1912230373_R2.fq.gz.md5
200111_SEQ061_DP800007471BR_L01_SP1912230436	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453626	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453626/	200111_SEQ061_DP800007471BR_L01_SP1912230436_R1.fq.gz	200111_SEQ061_DP800007471BR_L01_SP1912230436_R1.fq.gz.md5	200111_SEQ061_DP800007471BR_L01_SP1912230436_R2.fq.gz	200111_SEQ061_DP800007471BR_L01_SP1912230436_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230499	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453627	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453627/	200115_SEQ031_FP100000704BR_L01_SP1912230499_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230499_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230499_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230499_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230499	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453628	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453628/	200115_SEQ032_FP100000738TR_L01_SP1912230499_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230499_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230499_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230499_R2.fq.gz.md5
200118_SEQ013_FP100000698BL_L01_SP1912230436	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453629	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453629/	200118_SEQ013_FP100000698BL_L01_SP1912230436_R1.fq.gz	200118_SEQ013_FP100000698BL_L01_SP1912230436_R1.fq.gz.md5	200118_SEQ013_FP100000698BL_L01_SP1912230436_R2.fq.gz	200118_SEQ013_FP100000698BL_L01_SP1912230436_R2.fq.gz.md5
200122_SEQ082_DP8400008429TL_L01_SP1912230373	CNP0001930	SG15	South_Georgia	CNX0373435	CNR0453630	/pub/CNSA/data5/CNP0001930/CNS0410504/CNX0373435/CNR0453630/	200122_SEQ082_DP8400008429TL_L01_SP1912230373_R1.fq.gz	200122_SEQ082_DP8400008429TL_L01_SP1912230373_R1.fq.gz.md5	200122_SEQ082_DP8400008429TL_L01_SP1912230373_R2.fq.gz	200122_SEQ082_DP8400008429TL_L01_SP1912230373_R2.fq.gz.md5
200107_SEQ101_DP800007241BR_L01_SP1912230374	CNP0001930	SG16	South_Georgia	CNX0373436	CNR0453631	/pub/CNSA/data5/CNP0001930/CNS0410505/CNX0373436/CNR0453631/	200107_SEQ101_DP800007241BR_L01_SP1912230374_R1.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230374_R1.fq.gz.md5	200107_SEQ101_DP800007241BR_L01_SP1912230374_R2.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230374_R2.fq.gz.md5
200107_SEQ102_DP800007240BR_L01_SP1912230374	CNP0001930	SG16	South_Georgia	CNX0373436	CNR0453632	/pub/CNSA/data5/CNP0001930/CNS0410505/CNX0373436/CNR0453632/	200107_SEQ102_DP800007240BR_L01_SP1912230374_R1.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230374_R1.fq.gz.md5	200107_SEQ102_DP800007240BR_L01_SP1912230374_R2.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230374_R2.fq.gz.md5
200115_SEQ032_FP100000702BR_L01_SP1912230500	CNP0001930	SG16	South_Georgia	CNX0373436	CNR0453633	/pub/CNSA/data5/CNP0001930/CNS0410505/CNX0373436/CNR0453633/	200115_SEQ032_FP100000702BR_L01_SP1912230500_R1.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230500_R1.fq.gz.md5	200115_SEQ032_FP100000702BR_L01_SP1912230500_R2.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230500_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230500	CNP0001930	SG16	South_Georgia	CNX0373436	CNR0453634	/pub/CNSA/data5/CNP0001930/CNS0410505/CNX0373436/CNR0453634/	200116_SEQ031_FP100000705BR_L01_SP1912230500_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230500_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230500_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230500_R2.fq.gz.md5
200107_SEQ101_DP800007241BR_L01_SP1912230375	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453635	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453635/	200107_SEQ101_DP800007241BR_L01_SP1912230375_R1.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230375_R1.fq.gz.md5	200107_SEQ101_DP800007241BR_L01_SP1912230375_R2.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230375_R2.fq.gz.md5
200107_SEQ102_DP800007240BR_L01_SP1912230375	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453636	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453636/	200107_SEQ102_DP800007240BR_L01_SP1912230375_R1.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230375_R1.fq.gz.md5	200107_SEQ102_DP800007240BR_L01_SP1912230375_R2.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230375_R2.fq.gz.md5
200115_SEQ031_FP100000704BR_L01_SP1912230501	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453637	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453637/	200115_SEQ031_FP100000704BR_L01_SP1912230501_R1.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230501_R1.fq.gz.md5	200115_SEQ031_FP100000704BR_L01_SP1912230501_R2.fq.gz	200115_SEQ031_FP100000704BR_L01_SP1912230501_R2.fq.gz.md5
200115_SEQ032_FP100000738TR_L01_SP1912230501	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453638	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453638/	200115_SEQ032_FP100000738TR_L01_SP1912230501_R1.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230501_R1.fq.gz.md5	200115_SEQ032_FP100000738TR_L01_SP1912230501_R2.fq.gz	200115_SEQ032_FP100000738TR_L01_SP1912230501_R2.fq.gz.md5
200120_SEQ013_FP100000755TR_L01_SP1912230438	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453639	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453639/	200120_SEQ013_FP100000755TR_L01_SP1912230438_R1.fq.gz	200120_SEQ013_FP100000755TR_L01_SP1912230438_R1.fq.gz.md5	200120_SEQ013_FP100000755TR_L01_SP1912230438_R2.fq.gz	200120_SEQ013_FP100000755TR_L01_SP1912230438_R2.fq.gz.md5
200210_SEQ084_DP8400008436BR_L01_SP1912230438	CNP0001930	SG17	South_Georgia	CNX0373437	CNR0453640	/pub/CNSA/data5/CNP0001930/CNS0410506/CNX0373437/CNR0453640/	200210_SEQ084_DP8400008436BR_L01_SP1912230438_R1.fq.gz	200210_SEQ084_DP8400008436BR_L01_SP1912230438_R1.fq.gz.md5	200210_SEQ084_DP8400008436BR_L01_SP1912230438_R2.fq.gz	200210_SEQ084_DP8400008436BR_L01_SP1912230438_R2.fq.gz.md5
200107_SEQ101_DP800007241BR_L01_SP1912230376	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453641	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453641/	200107_SEQ101_DP800007241BR_L01_SP1912230376_R1.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230376_R1.fq.gz.md5	200107_SEQ101_DP800007241BR_L01_SP1912230376_R2.fq.gz	200107_SEQ101_DP800007241BR_L01_SP1912230376_R2.fq.gz.md5
200107_SEQ102_DP800007240BR_L01_SP1912230376	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453642	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453642/	200107_SEQ102_DP800007240BR_L01_SP1912230376_R1.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230376_R1.fq.gz.md5	200107_SEQ102_DP800007240BR_L01_SP1912230376_R2.fq.gz	200107_SEQ102_DP800007240BR_L01_SP1912230376_R2.fq.gz.md5
200115_SEQ032_FP100000702BR_L01_SP1912230502	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453643	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453643/	200115_SEQ032_FP100000702BR_L01_SP1912230502_R1.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230502_R1.fq.gz.md5	200115_SEQ032_FP100000702BR_L01_SP1912230502_R2.fq.gz	200115_SEQ032_FP100000702BR_L01_SP1912230502_R2.fq.gz.md5
200115_SEQ034_FP100000734TR_L01_SP1912230439	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453644	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453644/	200115_SEQ034_FP100000734TR_L01_SP1912230439_R1.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230439_R1.fq.gz.md5	200115_SEQ034_FP100000734TR_L01_SP1912230439_R2.fq.gz	200115_SEQ034_FP100000734TR_L01_SP1912230439_R2.fq.gz.md5
200115_SEQ034_FP100000735TR_L01_SP1912230439	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453645	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453645/	200115_SEQ034_FP100000735TR_L01_SP1912230439_R1.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230439_R1.fq.gz.md5	200115_SEQ034_FP100000735TR_L01_SP1912230439_R2.fq.gz	200115_SEQ034_FP100000735TR_L01_SP1912230439_R2.fq.gz.md5
200116_SEQ031_FP100000705BR_L01_SP1912230502	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453646	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453646/	200116_SEQ031_FP100000705BR_L01_SP1912230502_R1.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230502_R1.fq.gz.md5	200116_SEQ031_FP100000705BR_L01_SP1912230502_R2.fq.gz	200116_SEQ031_FP100000705BR_L01_SP1912230502_R2.fq.gz.md5
200211_SEQ115_DP8400008438BR_L01_SP1912230502	CNP0001930	SG18	South_Georgia	CNX0373438	CNR0453647	/pub/CNSA/data5/CNP0001930/CNS0410507/CNX0373438/CNR0453647/	200211_SEQ115_DP8400008438BR_L01_SP1912230502_R1.fq.gz	200211_SEQ115_DP8400008438BR_L01_SP1912230502_R1.fq.gz.md5	200211_SEQ115_DP8400008438BR_L01_SP1912230502_R2.fq.gz	200211_SEQ115_DP8400008438BR_L01_SP1912230502_R2.fq.gz.md5
